City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Mikuni,87,JP,1632002448,81,36.2171,136.1519,71.65,18.79
Mishkino,10,RU,1632002449,89,55.3389,63.9175,34.2,13.13
Narsaq,100,GL,1632002450,91,60.9167,-46.05,41.22,1.81
Bathsheba,13,BB,1632002450,73,13.2167,-59.5167,81.73,9.26
Tombouctou,11,ML,1632002451,11,20.0,-3.0,96.17,9.95
Udachny,43,RU,1632002452,94,66.4167,112.4,26.74,2.3
South Sioux City,0,US,1632002247,42,42.4739,-96.4136,88.95,5.99
Safaga,0,EG,1632002452,47,26.7292,33.9365,84.33,7.43
Bengkulu,85,ID,1632002453,90,-3.8004,102.2655,75.33,8.7
Belaya Gora,100,RU,1632002454,81,68.5333,146.4167,29.98,14.52
Gusau,12,NG,1632002455,78,12.1628,6.6614,77.63,9.98
Imeni Poliny Osipenko,95,RU,1632002456,58,52.4201,136.4853,45.07,4.74
Dauriya,5,RU,1632002456,78,49.9333,116.8667,37.4,2.13
Naze,79,JP,1632002457,69,28.3667,129.4833,72.52,4.25
Kieta,75,PG,1632002458,79,-6.2167,155.6333,81.64,4.09
Kurumkan,50,RU,1632002459,67,54.3,110.3,43.27,2.1
Carnduff,0,CA,1632002460,10,49.1667,-101.8009,92.89,15.84
Gizo Government Station,87,SB,1632002460,76,-8.103,156.8419,82.49,8.7
Vila Franca do Campo,88,PT,1632002461,75,37.7167,-25.4333,66.61,6.55
Yilan,5,TW,1632002462,92,24.757,121.753,81.82,2.86
Trairi,1,BR,1632002367,80,-3.2778,-39.2689,78.71,12.55
Katsuura,99,JP,1632002463,87,35.1333,140.3,73.51,26.87
Grand Gaube,36,MU,1632002463,87,-20.0064,57.6608,69.39,5.41
Santa Maria,33,BR,1632002464,95,-29.6842,-53.8069,65.14,5.5
Palauig,20,PH,1632002464,77,15.435,119.9045,80.33,3.58
Oxbow,0,CA,1632002465,9,49.2333,-102.1676,92.86,15.23
Maués,77,BR,1632002465,59,-3.3836,-57.7186,84.42,4.68
Taylorville,1,US,1632002466,40,39.5489,-89.2945,92.01,6.91
San Miguel de Tucumán,75,AR,1632002467,35,-26.8241,-65.2226,80.55,3.38
Malm,100,NO,1632002468,75,64.0721,11.2172,55.8,3.11
Crib Point,91,AU,1632002468,74,-38.35,145.2,53.35,25.28
Port-Gentil,100,GA,1632002468,79,-0.7193,8.7815,77.34,13.56
Srednekolymsk,59,RU,1632002469,65,67.45,153.6833,32.7,17.2
Klaksvík,100,FO,1632002469,90,62.2266,-6.589,54.52,20.67
Arrondissement de Blois,100,FR,1632002470,97,47.5833,1.3333,61.18,6.82
Clyde River,90,CA,1632002470,73,70.4692,-68.5914,30.54,7.31
Pozo Colorado,69,PY,1632002471,25,-23.4923,-58.7972,92.77,3.83
Salekhard,100,RU,1632002471,80,66.53,66.6019,34.61,27.29
Atar,100,MR,1632002472,36,20.5169,-13.0499,87.46,12.77
Labuhan,92,ID,1632002472,83,-6.8844,112.2051,76.69,6.53
Rawson,6,AR,1632002347,45,-43.3002,-65.1023,54.79,11.39
Oytal,0,KZ,1632002473,28,42.9057,73.2697,68.13,4.23
Madimba,21,TZ,1632002473,92,-10.4,40.3333,71.56,7.99
Touros,10,BR,1632002474,73,-5.1989,-35.4608,77.67,18.61
Kavieng,37,PG,1632002474,76,-2.5744,150.7967,83.55,14.63
Olafsvik,100,IS,1632002475,90,64.8945,-23.7142,43.59,15.77
Río Gallegos,97,AR,1632002475,78,-51.6226,-69.2181,42.78,12.12
Lavrentiya,35,RU,1632002476,74,65.5833,-171.0,43.2,2.62
Flinders,0,AU,1632002476,69,-34.5833,150.8552,59.05,1.01
Margate,99,GB,1632002477,85,51.3813,1.3862,64.69,6.64
Tambura,95,SS,1632002477,93,5.6,27.4667,68.0,3.42
Soe,38,ID,1632002477,90,-9.8607,124.284,63.48,4.45
Sayyan,33,YE,1632002478,27,15.1718,44.3244,63.93,5.46
Fort Nelson,100,CA,1632002442,72,58.8053,-122.7002,47.86,4.81
Kīhei,39,US,1632002479,87,20.785,-156.4656,81.66,12.21
Tarata,43,BO,1632002479,45,-17.6167,-66.0167,74.62,9.55
Mzimba,0,MW,1632002480,79,-11.9,33.6,63.46,8.39
Blacksburg,1,US,1632002321,63,37.2296,-80.4139,82.13,0.0
Ambon City,40,ID,1632002481,94,-3.6954,128.1814,73.54,1.14
Chardara,0,KZ,1632002481,38,41.2547,67.9692,70.09,10.18
Kavaratti,98,IN,1632002482,79,10.5669,72.642,81.39,10.42
Nabire,100,ID,1632002483,91,-3.3667,135.4833,75.54,3.51
Ostrovnoy,14,RU,1632002484,87,68.0531,39.5131,37.45,3.11
Coyhaique,86,CL,1632002484,86,-45.5752,-72.0662,41.61,5.88
Wasilla,90,US,1632002338,71,61.5814,-149.4394,54.66,0.0
Iqaluit,90,CA,1632002485,81,63.7506,-68.5145,37.13,9.22
Nālūt,0,LY,1632002485,16,30.3333,10.85,81.48,10.67
Ust-Nera,98,RU,1632002486,85,64.5667,143.2,42.17,10.6
Biak,98,ID,1632002486,80,-0.9131,122.8766,74.43,6.98
Barcelona,20,ES,1632002297,91,41.3888,2.159,72.54,6.91
Tucuruí,83,BR,1632002487,56,-3.7661,-49.6725,83.32,1.41
Heze,100,CN,1632002430,92,35.2431,115.4411,64.81,10.0
Alma,94,CA,1632002488,59,48.5501,-71.6491,61.11,9.24
Puerto Escondido,75,MX,1632002488,54,15.85,-97.0667,86.83,6.91
Shushenskoye,53,RU,1632002489,92,53.325,91.9356,46.08,2.68
Vilhena,97,BR,1632002489,35,-12.7406,-60.1458,84.07,1.9
Porosozero,100,RU,1632002490,70,62.7191,32.727,40.41,2.48
Nueva Concepción,11,GT,1632002490,73,14.2,-91.3,87.69,8.32
Kríkellos,6,GR,1632002490,77,38.95,21.1833,78.04,2.91
Arrondissement de Sens,100,FR,1632002491,80,48.1667,3.3333,63.73,11.3
Bereket,97,TM,1632002491,46,39.2446,55.5154,77.79,3.6
Longonjo,91,AO,1632002492,58,-12.9067,15.2533,71.29,4.56
Civitavecchia,69,IT,1632002492,74,42.0933,11.7967,74.32,2.46
Mossamedes,3,AO,1632002493,85,-15.1961,12.1522,60.3,7.81
Tabou,88,CI,1632002493,87,4.423,-7.3528,77.31,6.38
Agadir,0,MA,1632002273,86,30.4202,-9.5982,72.05,8.9
Ixtapa,84,MX,1632002494,80,20.7,-105.2,86.23,5.01
Dakar,38,SN,1632002494,80,14.6937,-17.4441,79.68,8.25
Torbay,1,CA,1632002495,88,47.6666,-52.7314,65.48,14.83
Nouakchott,94,MR,1632002495,74,18.0858,-15.9785,82.33,13.29
Okato,35,NZ,1632002495,67,-39.2,173.8833,49.42,7.74
Inza,99,RU,1632002496,82,53.8533,46.3586,35.47,1.83
Leh,0,IN,1632002496,28,34.1667,77.5833,58.1,3.85
Ulladulla,8,AU,1632002497,49,-35.35,150.4667,58.87,8.5
Gawler,13,AU,1632002497,84,-34.6,138.7333,53.11,9.93
Tukums,1,LV,1632002498,73,56.9669,23.1553,42.15,10.56
Dwārka,100,IN,1632002498,84,22.2394,68.9678,81.46,8.79
Mehamn,0,NO,1632002499,74,71.0357,27.8492,43.02,12.8
Morros,7,BR,1632002499,22,-9.4467,-46.3003,85.59,2.1
Bhīmavaram,100,IN,1632002500,90,16.5333,81.5333,76.37,4.56
Berdigestyakh,99,RU,1632002500,83,62.0989,126.6992,35.31,12.21
Haines Junction,100,CA,1632002500,69,60.7522,-137.5108,47.08,1.97
Alice Springs,40,AU,1632002295,71,-23.7,133.8833,54.95,5.75
Krasnosel'kup,73,RU,1632002501,90,65.7,82.4667,38.61,10.02
Punta Alta,90,AR,1632002501,81,-38.8759,-62.0736,55.67,9.98
Langsa,98,ID,1632002470,98,4.4683,97.9683,72.68,2.39
Shenjiamen,1,CN,1632002502,82,29.9576,122.298,73.74,10.63
Darnah,0,LY,1632002502,57,32.767,22.6367,78.82,11.3
Lata,3,PT,1632002503,92,40.1629,-8.3327,62.82,2.71
Cockburn Town,25,TC,1632002503,72,21.4612,-71.1419,82.9,15.84
Les Cayes,89,HT,1632002504,75,18.2,-73.75,83.08,4.27
Teluknaga,20,ID,1632002504,89,-6.0989,106.6381,78.98,6.91
Lokoja,29,NG,1632002505,94,7.8024,6.743,74.88,3.71
Picos,20,BR,1632002372,34,-7.0769,-41.4669,83.71,4.68
Hatillo,11,PR,1632002505,72,18.4863,-66.8254,85.01,12.33
Ko Samui,100,TH,1632002506,78,9.5357,99.9357,82.44,8.25
Taft,0,IR,1632002506,10,31.7471,54.2088,73.63,3.53
Sola,24,VU,1632002506,78,-13.8833,167.55,79.7,22.03
Pisco,19,PE,1632002507,85,-13.7,-76.2167,62.02,6.85
Mīzan Teferī,100,ET,1632002507,97,6.9833,35.5833,61.32,2.71
Kargil,0,IN,1632002508,57,34.5667,76.1,57.49,5.44
Tura,78,IN,1632002508,97,25.5198,90.2201,72.23,2.86
Tautira,66,PF,1632002509,79,-17.7333,-149.15,80.62,19.48
Japura,100,ID,1632002509,97,-0.3167,102.35,73.76,2.44
Paamiut,20,GL,1632002510,82,61.994,-49.6678,37.02,10.76
Bima,51,ID,1632002510,94,-8.4667,118.7167,72.7,3.49
Kampong Chhnang,92,KH,1632002511,88,12.1667,104.55,77.29,1.7
La Santisima Trinidad,39,BO,1632002511,28,-14.8333,-64.9,95.02,4.83
Honningsvåg,9,NO,1632002511,75,70.9821,25.9704,45.3,22.08
Umm Kaddadah,29,SD,1632002512,51,13.6017,26.6876,82.81,10.02
Saldanha,87,ZA,1632002512,87,-33.0117,17.9442,56.73,17.9
Chinsali,0,ZM,1632002513,46,-10.5414,32.0816,70.3,11.59
Polunochnoye,100,RU,1632002513,92,60.8697,60.4153,33.78,6.93
Winnemucca,20,US,1632002514,7,40.973,-117.7357,84.25,23.02
Saint-François,75,FR,1632002514,100,46.4154,3.9054,57.47,11.5
Gornopravdinsk,100,RU,1632002514,98,60.05,69.9,34.63,9.37
Isla Vista,1,US,1632002515,57,34.4133,-119.861,82.26,11.5
Diffa,21,NE,1632002474,37,13.3154,12.6113,86.31,7.87
Nieuw Amsterdam,37,SR,1632002515,79,5.8833,-55.0833,80.02,5.53
Bumba,100,CD,1632002516,97,2.1833,22.4667,70.0,2.86
Muros,17,ES,1632002516,91,42.7762,-9.0603,63.23,6.55
Bay Roberts,48,CA,1632002517,90,47.5999,-53.2648,66.24,3.0
Drumheller,100,CA,1632002341,35,51.4617,-112.7101,76.86,3.44
Osa,99,RU,1632002517,81,57.2829,55.4567,37.69,12.95
Craig,40,US,1632002518,22,40.5153,-107.5464,79.39,19.57
Carbonia,0,IT,1632002518,67,39.1672,8.5222,73.99,3.65
Senneterre,72,CA,1632002519,61,48.3835,-77.2328,57.18,7.72
Xai-Xai,52,MZ,1632002519,60,-25.0519,33.6442,61.7,3.85
Leningradskiy,55,RU,1632002520,84,69.3833,178.4167,26.42,15.61
Masvingo,4,ZW,1632002520,71,-20.0637,30.8277,55.02,8.23
Vera Cruz,0,BR,1632002494,29,-12.6333,-41.0333,72.95,4.59
Muisne,98,EC,1632002521,86,0.6,-80.0333,75.6,11.01
Islamkot,100,PK,1632002521,74,24.6997,70.177,80.04,12.15
Bhola District,100,BD,1632002521,90,22.6833,90.65,78.55,7.16
Sukumo,9,JP,1632002522,87,32.9333,132.7333,70.65,3.29
Ranong,98,TH,1632002523,89,9.9658,98.6348,77.88,3.58
Maţāy,0,EG,1632002523,46,28.419,30.7792,79.47,14.76
Chapais,100,CA,1632002523,72,49.7834,-74.8492,48.85,6.62
Washington,98,US,1632002412,56,47.5001,-120.5015,61.65,2.73
Najrān,10,SA,1632002524,16,17.4924,44.1277,75.52,4.54
Paraíba do Sul,20,BR,1632002525,76,-22.1619,-43.2928,70.68,4.09
Wanaka,100,NZ,1632002525,77,-44.7,169.15,46.49,8.1
Port Moresby,93,PG,1632002526,81,-9.4431,147.1797,79.11,12.19
Monrovia,100,LR,1632002526,88,6.3005,-10.7969,76.84,3.09
Vao,59,NC,1632002527,64,-22.6667,167.4833,68.94,18.03
Banepā,20,NP,1632002527,94,27.6298,85.5214,68.32,0.0
Nisibis,0,TR,1632002528,28,37.0778,41.2178,75.49,4.59
Ibrā’,8,OM,1632002528,65,22.6906,58.5334,80.1,4.38
Skibbereen,100,IE,1632002528,90,51.55,-9.2667,57.0,13.69
Ayní,0,TJ,1632002529,27,39.3941,68.5377,66.09,3.6
San Luis,0,AR,1632002529,34,-33.295,-66.3356,73.44,0.74
Aksu,0,CN,1632002530,31,41.1231,80.2644,70.59,3.31
Saint-Joseph,89,RE,1632002530,85,-21.3667,55.6167,66.58,14.67
Henties Bay,1,NA,1632002531,91,-22.116,14.2845,55.85,5.84
Ilawe,49,NG,1632002531,98,7.8667,4.4333,71.46,3.85
Ruteng,68,ID,1632002532,82,-8.6136,120.4721,58.32,1.34
Progreso,77,MX,1632002532,75,21.2833,-89.6667,92.1,15.59
Mindelo,40,CV,1632002532,74,16.8901,-24.9804,80.15,17.27
Havre-St-Pierre,96,CA,1632002454,71,50.2334,-63.5986,58.05,15.68
Hualmay,12,PE,1632002533,74,-11.0964,-77.6139,64.29,9.1
Brae,69,GB,1632002533,96,60.3964,-1.353,55.31,11.74
Zhigansk,100,RU,1632002534,68,66.7697,123.3711,33.84,14.14
Saint-Augustin,74,CA,1632002535,73,51.226,-58.6502,64.18,18.12
Lagoa,35,PT,1632002535,65,39.05,-27.9833,66.47,10.36
Ust-Tsilma,100,RU,1632002535,75,65.441,52.1498,37.11,11.36
Beira,24,MZ,1632002536,60,-19.8436,34.8389,70.63,11.5
Los Llanos de Aridane,20,ES,1632002536,77,28.6585,-17.9182,73.15,8.05
Zabul Province,0,AF,1632002537,11,32.25,67.25,67.55,6.49
Ode,39,NG,1632002537,98,7.7899,5.7117,70.2,4.65
Sharanga,76,RU,1632002538,70,57.1775,46.5396,35.71,5.44
Mpwapwa,27,TZ,1632002538,64,-6.35,36.4833,65.44,3.78
Atbasar,48,KZ,1632002538,78,51.8,68.3333,40.03,12.46
Sandwick,90,GB,1632002539,100,60.0,-1.25,55.22,5.75
Sembakung,100,ID,1632002539,99,3.8167,117.25,72.72,3.22
Kingisepp,99,RU,1632002540,82,59.3733,28.6134,40.89,7.18
Samarai,99,PG,1632002540,87,-10.6167,150.6667,78.49,21.32
Nyanza,100,RW,1632002541,92,-2.3519,29.7509,60.78,4.32
Slovenske Konjice,0,SI,1632002541,88,46.3367,15.4258,55.04,1.99
Fairbanks,52,US,1632002408,56,64.8378,-147.7164,46.6,1.01
Chumikan,90,RU,1632002542,67,54.7183,135.315,43.59,21.43
Stromness,63,GB,1632002542,92,58.965,-3.296,55.65,7.0
Loreto,72,MX,1632002543,50,22.2667,-101.9667,72.59,16.42
Khromtau,0,KZ,1632002543,65,50.2503,58.4347,37.85,8.7
Thayetmyo,100,MM,1632002544,99,19.3167,95.1833,73.83,4.52
Porto Santo,75,PT,1632002544,68,33.072,-16.3415,71.98,11.5
Mandera,26,KE,1632002545,52,3.9366,41.867,80.73,19.26
Sigayevo,49,RU,1632002545,89,56.4216,53.7757,34.84,11.07
Nome,88,US,1632002546,77,64.5011,-165.4064,47.16,15.64
Yangi Marg`ilon,0,UZ,1632002546,14,40.4272,71.7189,65.62,1.74
Khartoum,91,SD,1632002520,20,15.5518,32.5324,90.99,3.44
Whitehorse,98,CA,1632002547,62,60.7161,-135.0538,49.1,4.43
Vega de Alatorre,99,MX,1632002547,72,20.0333,-96.6333,83.93,11.05
Boyolangu,95,ID,1632002548,94,-8.1181,111.8935,73.65,3.83
Calama,100,CL,1632002419,10,-22.4667,-68.9333,68.77,11.18
Rocha,0,UY,1632002548,95,-34.4833,-54.3333,56.48,6.46
Boca do Acre,81,BR,1632002549,60,-8.7522,-67.3978,83.91,2.15
Coolum Beach,51,AU,1632002549,64,-26.5333,153.1,69.33,7.87
Abashiri,26,JP,1632002549,91,44.0213,144.2697,59.34,6.87
Loukhi,100,RU,1632002550,76,66.0764,33.0381,41.11,3.13
Hauknes,98,NO,1632002550,84,66.2833,14.0667,42.8,4.43
San Jerónimo,81,PE,1632002551,51,-11.9472,-75.2829,59.86,9.19
Taoudenni,8,ML,1632002551,11,22.6783,-3.9836,99.93,9.22
Hervey Bay,12,AU,1632002552,70,-25.2986,152.8535,66.29,2.86
Guerrero Negro,3,MX,1632002552,62,27.9769,-114.0611,76.15,20.18
Padang,100,ID,1632002553,96,-0.9492,100.3543,74.7,3.58
Villanueva,75,HN,1632002553,62,15.3167,-88.0,89.04,12.66
Vondrozo,3,MG,1632002554,81,-22.8167,47.2833,54.7,3.65
Rudnichnyy,100,RU,1632002554,85,59.617,52.4703,36.14,10.11
Hobyo,84,SO,1632002555,89,5.3505,48.5268,77.68,25.05
Virginia Beach,3,US,1632002396,70,36.8529,-75.978,84.42,1.81
Kismayo,28,SO,1632002555,86,-0.3582,42.5454,76.46,14.41
Manzhouli,5,CN,1632002556,66,49.6,117.4333,38.53,3.71
Puerto El Triunfo,69,SV,1632002556,69,13.2833,-88.55,84.7,4.83
Muzhi,100,RU,1632002557,82,65.3667,64.6667,33.91,23.62
Paragominas,91,BR,1632002557,76,-2.9667,-47.4833,76.66,4.05
Caconda,88,AO,1632002558,67,-13.7333,15.0667,65.01,4.32
Karabük,78,TR,1632002537,85,41.2049,32.6277,64.69,2.17
Ilabaya,28,PE,1632002558,41,-17.4208,-70.5133,69.67,5.23
Bollnäs,96,SE,1632002559,98,61.3482,16.3946,45.12,1.74
Waingapu,62,ID,1632002559,85,-9.6567,120.2641,75.31,7.65
North Bend,90,US,1632002560,91,43.4065,-124.2243,66.24,19.57
Pointe Michel,93,DM,1632002560,67,15.25,-61.3833,82.35,4.88
Partāpur,100,IN,1632002561,97,23.6,74.1667,76.06,7.9
La Asuncion,94,VE,1632002561,74,11.0333,-63.8628,81.57,11.97
Arlit,1,NE,1632002562,13,18.7369,7.3853,95.49,6.58
Prijepolje,26,RS,1632002562,95,43.3719,19.6406,54.68,3.24
Fillmore,1,US,1632002443,35,43.6666,-92.1002,79.79,9.22
Quryq,3,KZ,1632002563,34,43.2,51.65,63.41,11.56
Kaseda-shirakame,4,JP,1632002563,81,31.4167,130.3167,72.7,2.37
Punalūr,100,IN,1632002423,98,9.0,76.9333,80.28,0.81
Sovetskiy,100,RU,1632002564,97,61.3614,63.5842,33.84,13.71
Manggar,89,ID,1632002564,74,-2.8833,108.2667,81.27,13.22
Lubango,2,AO,1632002401,54,-14.9172,13.4925,61.79,3.31
Torrington,25,US,1632002565,80,41.8007,-73.1212,79.95,6.78
Pathein,80,MM,1632002566,94,16.7833,94.7333,75.4,3.96
Gainesville,75,US,1632002418,76,29.6516,-82.3248,83.71,8.05
Ishigaki,5,JP,1632002566,72,24.3448,124.1572,83.44,5.61
Hengyang,13,CN,1632002369,75,26.8881,112.615,79.21,4.63
Berlevåg,0,NO,1632002567,76,70.8578,29.0864,42.75,18.01
Lydenburg,0,ZA,1632002567,89,-25.0978,30.4597,48.27,1.48
Nyurba,12,RU,1632002568,89,63.2842,118.3319,27.32,3.62
Riobamba,94,EC,1632002276,73,-1.6667,-78.6333,57.02,7.49
Sucre,92,BO,1632002568,38,-19.0333,-65.2627,69.64,16.33
Litovko,95,RU,1632002569,59,49.2361,135.1742,47.97,15.9
Mgachi,62,RU,1632002569,61,51.05,142.2667,50.61,13.78
Rosarno,77,IT,1632002570,51,38.4841,15.979,82.62,4.7
Cidreira,49,BR,1632002570,96,-30.1811,-50.2056,64.94,5.66
Bagnols-sur-Cèze,90,FR,1632002570,73,44.1599,4.6178,69.66,2.3
Belle Fourche,0,US,1632002571,2,44.6714,-103.8522,98.06,20.15
Arman',100,RU,1632002571,97,59.7,150.1667,46.36,6.89
Ambulu,79,ID,1632002572,90,-8.345,113.6058,73.65,2.86
Hammerfest,100,NO,1632002572,75,70.6634,23.6821,43.25,6.91
Shubarshi,20,KZ,1632002573,59,48.5872,57.1869,41.14,5.73
Morondava,54,MG,1632002573,57,-20.2833,44.2833,69.58,17.63
Jati,16,PK,1632002574,78,24.3539,68.2671,83.35,13.09
Lingao,4,CN,1632002574,83,19.9103,109.6859,78.4,5.5
Houma,40,US,1632002384,73,29.5958,-90.7195,88.0,8.03
